<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MOEX.SBER:SMAL,1,20230331,130600,213.0900000,213.0900000,213.0900000,213.0900000,7
MOEX.SBER:SMAL,1,20230331,133100,213.1000000,213.1000000,213.1000000,213.1000000,1
MOEX.SBER:SMAL,1,20230331,151600,215.1400000,215.1400000,215.1400000,215.1400000,1
MOEX.SBER:SMAL,1,20230331,162500,210.6200000,210.6200000,210.4500000,210.4500000,8
MOEX.SBER:SMAL,1,20230331,172800,214.4000000,214.4200000,214.4000000,214.4200000,8
MOEX.SBER:SMAL,1,20230331,181600,214.0800000,214.0800000,214.0400000,214.0400000,106
MOEX.SBER:SMAL,1,20230331,192400,215.7800000,215.7800000,215.7800000,215.7800000,1
MOEX.SBER:SMAL,1,20230331,193100,215.8300000,215.8300000,215.8300000,215.8300000,1
MOEX.SBER:SMAL,1,20230331,193600,215.8300000,215.8300000,215.8300000,215.8300000,4
MOEX.SBER:SMAL,1,20230331,193700,215.8300000,215.8300000,215.8300000,215.8300000,4
MOEX.SBER:SMAL,1,20230331,214900,218.5700000,218.5700000,218.5700000,218.5700000,3
MOEX.SBER:SMAL,1,20230403,101200,209.1100000,209.1100000,209.1100000,209.1100000,2
MOEX.SBER:SMAL,1,20230403,102700,213.3000000,213.3000000,213.3000000,213.3000000,2
MOEX.SBER:SMAL,1,20230403,104200,217.9900000,217.9900000,217.9900000,217.9900000,1
MOEX.SBER:SMAL,1,20230403,113800,218.4700000,218.4700000,218.4700000,218.4700000,1
MOEX.SBER:SMAL,1,20230403,122300,218.0000000,218.0000000,218.0000000,218.0000000,1
MOEX.SBER:SMAL,1,20230403,134700,218.0000000,218.0000000,218.0000000,218.0000000,5
MOEX.SBER:SMAL,1,20230403,134900,216.0000000,216.0000000,216.0000000,216.0000000,2
MOEX.SBER:SMAL,1,20230403,142900,217.9800000,217.9800000,217.9800000,217.9800000,1
MOEX.SBER:SMAL,1,20230403,151900,217.9900000,217.9900000,217.9900000,217.9900000,4
MOEX.SBER:SMAL,1,20230403,152200,215.9100000,215.9100000,215.9100000,215.9100000,8
MOEX.SBER:SMAL,1,20230403,153900,215.9000000,215.9000000,215.3800000,215.3800000,8
MOEX.SBER:SMAL,1,20230403,155000,215.4000000,215.4000000,215.3800000,215.3800000,2
MOEX.SBER:SMAL,1,20230403,162800,215.3200000,215.3200000,215.3200000,215.3200000,7
MOEX.SBER:SMAL,1,20230403,174300,215.1500000,215.1500000,215.1400000,215.1400000,4
MOEX.SBER:SMAL,1,20230403,182500,215.1000000,215.1000000,214.3100000,214.3100000,122
MOEX.SBER:SMAL,1,20230403,192500,215.9900000,215.9900000,215.9900000,215.9900000,3
MOEX.SBER:SMAL,1,20230404,101700,216.9900000,216.9900000,216.9900000,216.9900000,1
MOEX.SBER:SMAL,1,20230404,105300,217.4300000,217.4300000,217.4300000,217.4300000,1
MOEX.SBER:SMAL,1,20230404,105400,217.4900000,217.4900000,217.4900000,217.4900000,2
MOEX.SBER:SMAL,1,20230404,112000,215.5600000,215.5600000,215.5600000,215.5600000,4
MOEX.SBER:SMAL,1,20230404,112100,215.5600000,215.5600000,215.5600000,215.5600000,2
MOEX.SBER:SMAL,1,20230404,124100,216.1200000,216.1200000,216.1200000,216.1200000,1
MOEX.SBER:SMAL,1,20230404,125600,216.4600000,216.9800000,216.4600000,216.9800000,2
MOEX.SBER:SMAL,1,20230404,125700,216.9900000,216.9900000,216.9900000,216.9900000,4
MOEX.SBER:SMAL,1,20230404,132000,216.9900000,216.9900000,216.9900000,216.9900000,1
MOEX.SBER:SMAL,1,20230404,144500,216.9900000,216.9900000,216.9900000,216.9900000,1
MOEX.SBER:SMAL,1,20230404,145000,216.9900000,216.9900000,216.9900000,216.9900000,1
MOEX.SBER:SMAL,1,20230404,153300,216.0000000,216.0000000,216.0000000,216.0000000,1
MOEX.SBER:SMAL,1,20230404,154900,215.7100000,215.7100000,215.7100000,215.7100000,1
MOEX.SBER:SMAL,1,20230404,171500,215.6700000,215.6700000,215.6700000,215.6700000,5
MOEX.SBER:SMAL,1,20230404,173600,215.4100000,215.4100000,215.1700000,215.1700000,9
MOEX.SBER:SMAL,1,20230404,173700,215.1700000,215.1700000,215.1700000,215.1700000,1
MOEX.SBER:SMAL,1,20230404,173800,215.0100000,215.0100000,214.6200000,214.6200000,9
MOEX.SBER:SMAL,1,20230404,173900,214.6200000,214.6200000,214.6200000,214.6200000,2
MOEX.SBER:SMAL,1,20230404,180100,214.6200000,214.6200000,214.6000000,214.6000000,5
MOEX.SBER:SMAL,1,20230404,180200,214.6000000,214.6000000,214.6000000,214.6000000,1
MOEX.SBER:SMAL,1,20230404,180400,214.0100000,214.0100000,214.0000000,214.0000000,12
MOEX.SBER:SMAL,1,20230404,183000,214.3000000,214.3000000,213.3200000,213.3200000,88
MOEX.SBER:SMAL,1,20230405,100800,219.9900000,219.9900000,219.9900000,219.9900000,1
MOEX.SBER:SMAL,1,20230405,113500,214.7000000,214.7000000,214.7000000,214.7000000,1
MOEX.SBER:SMAL,1,20230405,115200,215.0000000,215.0000000,215.0000000,215.0000000,1
MOEX.SBER:SMAL,1,20230405,120400,215.0000000,215.0000000,215.0000000,215.0000000,1
MOEX.SBER:SMAL,1,20230405,123400,210.3100000,210.3100000,210.3100000,210.3100000,1
MOEX.SBER:SMAL,1,20230405,150400,210.5000000,210.5000000,210.5000000,210.5000000,3
MOEX.SBER:SMAL,1,20230405,153400,214.3400000,214.3400000,214.3400000,214.3400000,1
MOEX.SBER:SMAL,1,20230405,164700,214.0000000,214.0000000,214.0000000,214.0000000,1
MOEX.SBER:SMAL,1,20230405,172600,214.0100000,214.0100000,214.0100000,214.0100000,1
MOEX.SBER:SMAL,1,20230405,174400,214.3000000,214.3000000,214.3000000,214.3000000,2
MOEX.SBER:SMAL,1,20230405,180300,214.3400000,216.5700000,214.3400000,216.5700000,18
MOEX.SBER:SMAL,1,20230405,182000,213.5800000,213.5800000,213.3900000,213.3900000,66
MOEX.SBER:SMAL,1,20230405,183300,215.5500000,215.5500000,215.5500000,215.5500000,1
MOEX.SBER:SMAL,1,20230405,183800,215.5500000,215.5500000,215.5500000,215.5500000,1
MOEX.SBER:SMAL,1,20230406,100400,219.9700000,219.9700000,219.9700000,219.9700000,1
MOEX.SBER:SMAL,1,20230406,100800,217.7200000,217.7200000,217.7200000,217.7200000,1
MOEX.SBER:SMAL,1,20230406,102900,212.2100000,212.2100000,212.2100000,212.2100000,1
MOEX.SBER:SMAL,1,20230406,103800,217.7000000,217.7000000,217.7000000,217.7000000,1
MOEX.SBER:SMAL,1,20230406,130900,217.6900000,217.6900000,217.6900000,217.6900000,1
MOEX.SBER:SMAL,1,20230406,141500,215.2000000,215.2000000,215.2000000,215.2000000,2
MOEX.SBER:SMAL,1,20230406,155400,216.6000000,216.6000000,216.6000000,216.6000000,1
MOEX.SBER:SMAL,1,20230406,161400,215.0000000,215.0000000,215.0000000,215.0000000,1
MOEX.SBER:SMAL,1,20230406,173200,216.5900000,216.6100000,216.5900000,216.6100000,2
MOEX.SBER:SMAL,1,20230406,180000,214.3300000,214.3300000,214.3300000,214.3300000,6
MOEX.SBER:SMAL,1,20230406,180700,216.7400000,216.7400000,216.7400000,216.7400000,5
MOEX.SBER:SMAL,1,20230406,181800,215.1100000,215.1100000,215.1100000,215.1100000,3
MOEX.SBER:SMAL,1,20230406,182500,214.3400000,214.3400000,214.0600000,214.0600000,110
MOEX.SBER:SMAL,1,20230406,192700,214.6000000,214.6000000,214.6000000,214.6000000,8
MOEX.SBER:SMAL,1,20230406,194700,213.5600000,213.5600000,213.5600000,213.5600000,1
MOEX.SBER:SMAL,1,20230406,202100,215.8100000,215.8100000,215.8100000,215.8100000,2
MOEX.SBER:SMAL,1,20230407,100300,219.8400000,219.8400000,219.8400000,219.8400000,1
MOEX.SBER:SMAL,1,20230407,100700,219.7100000,219.7100000,219.7100000,219.7100000,1
MOEX.SBER:SMAL,1,20230407,101800,212.4400000,212.4400000,212.4300000,212.4300000,10
MOEX.SBER:SMAL,1,20230407,102800,217.1900000,217.1900000,217.1900000,217.1900000,1
MOEX.SBER:SMAL,1,20230407,105900,212.8800000,212.8800000,212.7100000,212.7100000,9
MOEX.SBER:SMAL,1,20230407,121600,215.6000000,215.6000000,215.6000000,215.6000000,1
MOEX.SBER:SMAL,1,20230407,142600,213.6500000,213.6500000,213.6500000,213.6500000,7
MOEX.SBER:SMAL,1,20230407,145500,213.6700000,213.6700000,212.2500000,212.2500000,34
MOEX.SBER:SMAL,1,20230407,165600,215.3100000,215.3100000,215.3100000,215.3100000,9
MOEX.SBER:SMAL,1,20230407,170300,215.3300000,215.3300000,215.3300000,215.3300000,1
MOEX.SBER:SMAL,1,20230407,174800,215.7900000,215.8400000,215.7900000,215.8400000,5
MOEX.SBER:SMAL,1,20230407,175300,215.8400000,215.8400000,215.8400000,215.8400000,7
MOEX.SBER:SMAL,1,20230407,181100,215.2500000,215.2500000,215.2200000,215.2200000,98
MOEX.SBER:SMAL,1,20230407,181700,216.2500000,216.2500000,216.2500000,216.2500000,5
MOEX.SBER:SMAL,1,20230407,193600,216.0000000,216.0000000,216.0000000,216.0000000,1
MOEX.SBER:SMAL,1,20230407,222800,215.9700000,215.9700000,215.9700000,215.9700000,1
MOEX.SBER:SMAL,1,20230410,101400,219.0000000,219.7200000,219.0000000,219.7200000,3
MOEX.SBER:SMAL,1,20230410,104400,218.6100000,218.6100000,218.6100000,218.6100000,1
MOEX.SBER:SMAL,1,20230410,114100,217.0000000,217.0000000,217.0000000,217.0000000,1
MOEX.SBER:SMAL,1,20230410,114600,216.6600000,216.6600000,216.6300000,216.6300000,2
MOEX.SBER:SMAL,1,20230410,115100,218.9700000,219.0000000,218.9700000,219.0000000,9
MOEX.SBER:SMAL,1,20230410,115200,219.0000000,219.0100000,219.0000000,219.0100000,3
MOEX.SBER:SMAL,1,20230410,115300,219.6300000,219.6300000,219.6300000,219.6300000,5
MOEX.SBER:SMAL,1,20230410,120900,220.0000000,220.0000000,220.0000000,220.0000000,1
MOEX.SBER:SMAL,1,20230410,122900,219.0000000,219.0000000,219.0000000,219.0000000,1
MOEX.SBER:SMAL,1,20230410,124600,221.9900000,224.9200000,221.9900000,224.9200000,4
MOEX.SBER:SMAL,1,20230410,132500,223.9500000,224.0100000,223.9500000,224.0100000,4
MOEX.SBER:SMAL,1,20230410,133700,219.1000000,219.1000000,217.8000000,217.8000000,10
MOEX.SBER:SMAL,1,20230410,141500,223.9500000,224.6200000,223.9500000,224.6200000,3
MOEX.SBER:SMAL,1,20230410,155300,224.5400000,224.5400000,224.5400000,224.5400000,1
MOEX.SBER:SMAL,1,20230410,182400,220.0300000,220.0300000,220.0000000,220.0000000,104
MOEX.SBER:SMAL,1,20230410,202400,221.0500000,221.0500000,221.0500000,221.0500000,1
MOEX.SBER:SMAL,1,20230410,221000,221.6300000,221.6300000,221.6300000,221.6300000,1
MOEX.SBER:SMAL,1,20230410,223500,221.7200000,221.7200000,221.7200000,221.7200000,4
MOEX.SBER:SMAL,1,20230410,223600,222.2000000,222.2000000,222.2000000,222.2000000,1
MOEX.SBER:SMAL,1,20230410,225800,221.1300000,221.1300000,221.1200000,221.1200000,2
MOEX.SBER:SMAL,1,20230411,101600,223.9900000,224.0000000,223.9900000,224.0000000,4
MOEX.SBER:SMAL,1,20230411,122800,223.0000000,223.0000000,223.0000000,223.0000000,3
MOEX.SBER:SMAL,1,20230411,124600,223.0000000,223.0000000,223.0000000,223.0000000,1
MOEX.SBER:SMAL,1,20230411,125500,223.0000000,223.0000000,223.0000000,223.0000000,10
MOEX.SBER:SMAL,1,20230411,125600,223.0000000,223.0000000,223.0000000,223.0000000,10
MOEX.SBER:SMAL,1,20230411,125700,223.0000000,223.0000000,223.0000000,223.0000000,2
MOEX.SBER:SMAL,1,20230411,125800,223.3400000,223.3400000,223.3400000,223.3400000,2
MOEX.SBER:SMAL,1,20230411,142600,221.0000000,221.0000000,221.0000000,221.0000000,1
MOEX.SBER:SMAL,1,20230411,142900,223.3300000,223.3300000,223.3300000,223.3300000,1
MOEX.SBER:SMAL,1,20230411,161500,220.3200000,220.3200000,220.2400000,220.2400000,5
MOEX.SBER:SMAL,1,20230411,162000,220.2300000,220.2300000,220.1600000,220.1600000,2
MOEX.SBER:SMAL,1,20230411,164900,220.0800000,220.0800000,220.0700000,220.0700000,18
MOEX.SBER:SMAL,1,20230411,165000,220.0100000,220.0100000,219.0000000,219.0000000,15
MOEX.SBER:SMAL,1,20230411,165300,218.3100000,218.3100000,218.0600000,218.0600000,6
MOEX.SBER:SMAL,1,20230411,171400,219.5500000,219.5500000,219.5500000,219.5500000,2
MOEX.SBER:SMAL,1,20230411,181100,218.1400000,218.1400000,218.1400000,218.1400000,4
MOEX.SBER:SMAL,1,20230411,181500,218.1400000,218.1400000,218.0400000,218.0400000,114
MOEX.SBER:SMAL,1,20230411,182200,219.0000000,219.0000000,219.0000000,219.0000000,4
MOEX.SBER:SMAL,1,20230411,184000,219.0000000,219.0000000,219.0000000,219.0000000,5
MOEX.SBER:SMAL,1,20230412,114400,215.2500000,215.2500000,215.2500000,215.2500000,2
MOEX.SBER:SMAL,1,20230412,120200,220.4400000,220.4400000,220.4400000,220.4400000,7
MOEX.SBER:SMAL,1,20230412,121200,219.0000000,219.0000000,219.0000000,219.0000000,1
MOEX.SBER:SMAL,1,20230412,122400,220.3900000,220.3900000,220.3900000,220.3900000,1
MOEX.SBER:SMAL,1,20230412,123200,218.0000000,218.0000000,218.0000000,218.0000000,5
MOEX.SBER:SMAL,1,20230412,131800,219.0000000,219.0000000,219.0000000,219.0000000,1
MOEX.SBER:SMAL,1,20230412,132300,219.0100000,219.0100000,219.0100000,219.0100000,1
MOEX.SBER:SMAL,1,20230412,133700,219.9100000,219.9100000,219.9100000,219.9100000,2
MOEX.SBER:SMAL,1,20230412,143700,219.8500000,219.8500000,219.8500000,219.8500000,1
MOEX.SBER:SMAL,1,20230412,144100,219.8500000,219.8500000,219.8500000,219.8500000,7
MOEX.SBER:SMAL,1,20230412,151100,219.0000000,219.0000000,219.0000000,219.0000000,2
MOEX.SBER:SMAL,1,20230412,182000,218.0500000,218.0500000,218.0300000,218.0300000,56
MOEX.SBER:SMAL,1,20230412,201600,219.1500000,219.1500000,219.1500000,219.1500000,3
MOEX.SBER:SMAL,1,20230412,222800,220.6000000,220.6000000,220.6000000,220.6000000,2
MOEX.SBER:SMAL,1,20230413,115600,220.0000000,220.0000000,220.0000000,220.0000000,1
MOEX.SBER:SMAL,1,20230413,124000,218.5200000,218.5200000,218.5200000,218.5200000,1
MOEX.SBER:SMAL,1,20230413,124400,218.5000000,218.5000000,218.5000000,218.5000000,1
MOEX.SBER:SMAL,1,20230413,140400,217.5200000,217.5200000,217.5200000,217.5200000,1
MOEX.SBER:SMAL,1,20230413,140500,217.5200000,217.5200000,217.5200000,217.5200000,1
MOEX.SBER:SMAL,1,20230413,181200,218.0400000,218.0400000,218.0400000,218.0400000,26
MOEX.SBER:SMAL,1,20230413,230800,219.6400000,219.6400000,219.6400000,219.6400000,4
MOEX.SBER:SMAL,1,20230413,232600,219.6400000,219.6400000,219.6400000,219.6400000,4
MOEX.SBER:SMAL,1,20230414,121600,218.1500000,218.1500000,218.1500000,218.1500000,1
MOEX.SBER:SMAL,1,20230414,122500,218.1500000,218.1500000,218.1500000,218.1500000,5
MOEX.SBER:SMAL,1,20230414,123600,218.6800000,218.6800000,218.6800000,218.6800000,5
MOEX.SBER:SMAL,1,20230414,123700,219.9400000,220.9100000,219.9400000,220.9100000,10
MOEX.SBER:SMAL,1,20230414,123800,220.9100000,220.9100000,218.1400000,218.1400000,2
MOEX.SBER:SMAL,1,20230414,134500,220.9100000,220.9100000,220.9100000,220.9100000,1
MOEX.SBER:SMAL,1,20230414,151100,220.4900000,220.4900000,220.4900000,220.4900000,9
MOEX.SBER:SMAL,1,20230414,163500,220.9500000,220.9500000,220.9500000,220.9500000,9
MOEX.SBER:SMAL,1,20230414,174700,221.0000000,221.0000000,221.0000000,221.0000000,8
MOEX.SBER:SMAL,1,20230414,181500,220.1900000,220.1900000,220.1500000,220.1500000,70
MOEX.SBER:SMAL,1,20230414,181800,221.0100000,221.0100000,221.0100000,221.0100000,7
MOEX.SBER:SMAL,1,20230414,190600,214.7700000,214.7700000,214.7700000,214.7700000,5
MOEX.SBER:SMAL,1,20230414,190700,221.7000000,221.7000000,221.7000000,221.7000000,1
MOEX.SBER:SMAL,1,20230414,194000,222.9000000,222.9000000,222.9000000,222.9000000,7
MOEX.SBER:SMAL,1,20230414,223000,220.1000000,220.1000000,220.0900000,220.1000000,15
MOEX.SBER:SMAL,1,20230414,223100,220.1200000,220.1200000,220.1200000,220.1200000,4
MOEX.SBER:SMAL,1,20230414,224700,221.7100000,221.7100000,221.7100000,221.7100000,9
MOEX.SBER:SMAL,1,20230417,101300,224.9700000,224.9700000,224.9700000,224.9700000,3
MOEX.SBER:SMAL,1,20230417,102400,224.9000000,224.9000000,224.9000000,224.9000000,5
MOEX.SBER:SMAL,1,20230417,102900,221.0400000,221.0400000,221.0400000,221.0400000,2
MOEX.SBER:SMAL,1,20230417,103700,221.0500000,221.0500000,221.0400000,221.0400000,5
MOEX.SBER:SMAL,1,20230417,110600,224.9700000,224.9700000,224.9700000,224.9700000,1
MOEX.SBER:SMAL,1,20230417,111000,224.9700000,224.9700000,224.9700000,224.9700000,1
MOEX.SBER:SMAL,1,20230417,112000,224.9700000,224.9700000,224.9700000,224.9700000,1
MOEX.SBER:SMAL,1,20230417,115400,225.0000000,225.0000000,225.0000000,225.0000000,1
MOEX.SBER:SMAL,1,20230417,122600,224.0200000,224.0200000,224.0200000,224.0200000,1
MOEX.SBER:SMAL,1,20230417,122700,224.0000000,224.0000000,224.0000000,224.0000000,1
MOEX.SBER:SMAL,1,20230417,130400,223.0200000,223.0200000,222.0000000,222.0000000,6
MOEX.SBER:SMAL,1,20230417,130500,223.0000000,224.0000000,223.0000000,224.0000000,2
MOEX.SBER:SMAL,1,20230417,135400,223.0100000,223.0100000,222.0100000,222.0100000,8
MOEX.SBER:SMAL,1,20230417,141700,224.0000000,224.0000000,224.0000000,224.0000000,1
MOEX.SBER:SMAL,1,20230417,144000,224.9800000,225.0000000,224.9800000,225.0000000,3
MOEX.SBER:SMAL,1,20230417,170200,225.5400000,225.7500000,225.5400000,225.7500000,6
MOEX.SBER:SMAL,1,20230417,171100,225.6500000,225.7500000,225.6500000,225.7500000,7
MOEX.SBER:SMAL,1,20230417,175500,225.7400000,225.7400000,225.7400000,225.7400000,1
MOEX.SBER:SMAL,1,20230417,180200,225.8600000,226.0000000,225.8600000,226.0000000,4
MOEX.SBER:SMAL,1,20230417,181100,225.3200000,225.3200000,225.2100000,225.2100000,148
MOEX.SBER:SMAL,1,20230417,191300,226.6000000,226.6000000,226.6000000,226.6000000,6
MOEX.SBER:SMAL,1,20230417,201200,227.9600000,227.9600000,227.9600000,227.9600000,1
MOEX.SBER:SMAL,1,20230417,201800,227.9900000,227.9900000,227.9900000,227.9900000,1
MOEX.SBER:SMAL,1,20230417,204400,228.7000000,228.7000000,228.7000000,228.7000000,4
MOEX.SBER:SMAL,1,20230417,225700,228.0600000,228.0600000,228.0600000,228.0600000,1
MOEX.SBER:SMAL,1,20230418,100500,228.7400000,228.7400000,228.7400000,228.7400000,1
MOEX.SBER:SMAL,1,20230418,100700,223.6000000,223.6000000,223.6000000,223.6000000,5
MOEX.SBER:SMAL,1,20230418,111300,227.1300000,227.1300000,226.7500000,226.7500000,4
MOEX.SBER:SMAL,1,20230418,112100,226.8000000,226.8000000,226.8000000,226.8000000,6
MOEX.SBER:SMAL,1,20230418,121600,228.1500000,228.1500000,228.1500000,228.1500000,2
MOEX.SBER:SMAL,1,20230418,124500,228.1500000,228.1500000,228.1500000,228.1500000,3
MOEX.SBER:SMAL,1,20230418,124600,228.1500000,228.1500000,228.1500000,228.1500000,3
MOEX.SBER:SMAL,1,20230418,125200,228.0100000,228.0100000,228.0100000,228.0100000,1
MOEX.SBER:SMAL,1,20230418,125500,227.5200000,227.5200000,227.5200000,227.5200000,1
MOEX.SBER:SMAL,1,20230418,130400,227.5100000,227.5100000,227.5100000,227.5100000,1
MOEX.SBER:SMAL,1,20230418,130800,227.5000000,227.5000000,227.1500000,227.1500000,6
MOEX.SBER:SMAL,1,20230418,155900,229.6300000,229.7000000,229.6300000,229.7000000,4
MOEX.SBER:SMAL,1,20230418,164100,229.7100000,229.7100000,229.7100000,229.7100000,1
MOEX.SBER:SMAL,1,20230418,164200,229.8300000,229.9900000,229.8300000,229.9900000,10
MOEX.SBER:SMAL,1,20230418,164700,230.0000000,230.0000000,230.0000000,230.0000000,1
MOEX.SBER:SMAL,1,20230418,170200,230.7500000,230.7500000,230.7500000,230.7500000,8
MOEX.SBER:SMAL,1,20230418,175900,231.0000000,231.0000000,231.0000000,231.0000000,2
MOEX.SBER:SMAL,1,20230418,181100,231.0000000,231.0000000,231.0000000,231.0000000,2
MOEX.SBER:SMAL,1,20230418,181700,230.2900000,230.2900000,230.2200000,230.2200000,78
MOEX.SBER:SMAL,1,20230418,194300,231.3000000,231.3000000,231.3000000,231.3000000,6
MOEX.SBER:SMAL,1,20230418,194900,234.9900000,234.9900000,234.9900000,234.9900000,1
MOEX.SBER:SMAL,1,20230419,131900,232.0100000,232.0100000,232.0100000,232.0100000,2
MOEX.SBER:SMAL,1,20230419,140200,234.7300000,234.7300000,234.7300000,234.7300000,1
MOEX.SBER:SMAL,1,20230419,142100,234.7800000,235.0000000,234.7800000,235.0000000,4
MOEX.SBER:SMAL,1,20230419,144200,236.4900000,236.4900000,236.4900000,236.4900000,1
MOEX.SBER:SMAL,1,20230419,163900,234.4800000,234.4800000,234.4800000,234.4800000,2
MOEX.SBER:SMAL,1,20230419,164100,234.4800000,234.4800000,234.4800000,234.4800000,7
MOEX.SBER:SMAL,1,20230419,164400,234.4400000,234.4400000,234.3800000,234.3800000,9
MOEX.SBER:SMAL,1,20230419,165000,232.0200000,232.0200000,232.0200000,232.0200000,5
MOEX.SBER:SMAL,1,20230419,170300,232.0300000,232.0300000,232.0300000,232.0300000,1
MOEX.SBER:SMAL,1,20230419,175000,234.9900000,235.0000000,234.9900000,235.0000000,10
MOEX.SBER:SMAL,1,20230419,182900,233.8000000,233.8000000,233.0500000,233.3900000,104
MOEX.SBER:SMAL,1,20230419,231600,235.0000000,235.8200000,235.0000000,235.8200000,6
MOEX.SBER:SMAL,1,20230420,101000,229.0500000,229.0500000,229.0500000,229.0500000,4
MOEX.SBER:SMAL,1,20230420,112300,235.0000000,235.0000000,235.0000000,235.0000000,1
MOEX.SBER:SMAL,1,20230420,114100,230.1300000,230.1300000,230.1300000,230.1300000,1
MOEX.SBER:SMAL,1,20230420,114200,230.1300000,230.1300000,230.1200000,230.1200000,6
MOEX.SBER:SMAL,1,20230420,121200,230.1200000,230.1200000,230.1200000,230.1200000,1
MOEX.SBER:SMAL,1,20230420,142000,230.1100000,230.1100000,230.1100000,230.1100000,3
MOEX.SBER:SMAL,1,20230420,150300,231.0000000,231.0000000,230.5100000,230.5100000,13
MOEX.SBER:SMAL,1,20230420,152100,234.4500000,234.4500000,234.4500000,234.4500000,1
MOEX.SBER:SMAL,1,20230420,153500,230.7500000,230.7500000,230.7100000,230.7100000,8
MOEX.SBER:SMAL,1,20230420,161200,235.2900000,235.2900000,235.2900000,235.2900000,1
MOEX.SBER:SMAL,1,20230420,170900,232.5000000,232.5000000,232.2100000,232.2100000,6
MOEX.SBER:SMAL,1,20230420,175800,235.3600000,235.3600000,235.3600000,235.3600000,2
MOEX.SBER:SMAL,1,20230420,175900,235.6800000,235.6800000,235.6800000,235.6800000,1
MOEX.SBER:SMAL,1,20230420,181100,235.0300000,235.0300000,234.7300000,234.7300000,128
MOEX.SBER:SMAL,1,20230420,182700,234.8000000,234.8000000,234.7700000,234.7700000,8
MOEX.SBER:SMAL,1,20230420,182800,234.7700000,234.7700000,234.7600000,234.7600000,8
MOEX.SBER:SMAL,1,20230420,182900,234.7700000,234.7700000,234.7700000,234.7700000,8
MOEX.SBER:SMAL,1,20230420,200700,236.0000000,236.0000000,236.0000000,236.0000000,1
MOEX.SBER:SMAL,1,20230420,222900,235.4500000,235.4500000,235.4500000,235.4500000,2
MOEX.SBER:SMAL,1,20230421,101900,232.0300000,232.0300000,232.0300000,232.0300000,1
MOEX.SBER:SMAL,1,20230421,105000,237.9900000,237.9900000,237.9900000,237.9900000,3
MOEX.SBER:SMAL,1,20230421,105100,236.8500000,236.8500000,236.2900000,236.2900000,3
MOEX.SBER:SMAL,1,20230421,105200,236.2900000,236.2900000,236.2800000,236.2800000,5
MOEX.SBER:SMAL,1,20230421,120500,236.8000000,236.9900000,236.8000000,236.9900000,3
MOEX.SBER:SMAL,1,20230421,120700,237.4900000,237.4900000,237.4900000,237.4900000,9
MOEX.SBER:SMAL,1,20230421,121200,235.3400000,235.3400000,235.0300000,235.0300000,8
MOEX.SBER:SMAL,1,20230421,124600,236.8900000,236.9000000,236.8900000,236.9000000,2
MOEX.SBER:SMAL,1,20230421,124700,237.3600000,237.3800000,237.3600000,237.3800000,3
MOEX.SBER:SMAL,1,20230421,125300,237.4000000,237.4000000,237.4000000,237.4000000,3
MOEX.SBER:SMAL,1,20230421,154400,235.1200000,235.1200000,233.6900000,233.6900000,12
MOEX.SBER:SMAL,1,20230421,173100,235.0000000,235.0000000,235.0000000,235.0000000,1
MOEX.SBER:SMAL,1,20230421,174400,235.0000000,235.0000000,235.0000000,235.0000000,1
MOEX.SBER:SMAL,1,20230421,180100,236.7000000,237.0000000,236.7000000,237.0000000,3
MOEX.SBER:SMAL,1,20230421,180700,234.5000000,234.5000000,234.3400000,234.3400000,138
MOEX.SBER:SMAL,1,20230421,181400,234.4000000,234.4000000,234.4000000,234.4000000,4
MOEX.SBER:SMAL,1,20230421,181700,235.0100000,235.0100000,235.0100000,235.0100000,4
MOEX.SBER:SMAL,1,20230421,182800,235.6500000,235.6500000,235.6500000,235.6500000,1
MOEX.SBER:SMAL,1,20230421,224800,235.0000000,235.0000000,235.0000000,235.0000000,2
MOEX.SBER:SMAL,1,20230424,102200,229.2000000,229.2000000,229.2000000,229.2000000,2
MOEX.SBER:SMAL,1,20230424,103800,236.5000000,236.5000000,236.5000000,236.5000000,1
MOEX.SBER:SMAL,1,20230424,161900,234.3200000,234.3200000,225.7700000,226.0900000,116
MOEX.SBER:SMAL,1,20230424,162800,230.5000000,230.5000000,230.4100000,230.4100000,4
MOEX.SBER:SMAL,1,20230424,162900,231.0300000,231.0300000,231.0300000,231.0300000,8
MOEX.SBER:SMAL,1,20230424,164200,231.3200000,231.3200000,231.3200000,231.3200000,4
MOEX.SBER:SMAL,1,20230424,170300,231.6300000,231.6300000,231.6300000,231.6300000,1
MOEX.SBER:SMAL,1,20230424,175700,234.2000000,234.2000000,234.2000000,234.2000000,1
MOEX.SBER:SMAL,1,20230424,181100,235.6800000,235.6800000,235.6800000,235.6800000,1
MOEX.SBER:SMAL,1,20230425,125300,235.7400000,235.7400000,235.7400000,235.7400000,1
MOEX.SBER:SMAL,1,20230425,131000,234.1400000,234.1400000,233.7600000,233.7600000,4
MOEX.SBER:SMAL,1,20230425,145800,233.7900000,233.7900000,233.7900000,233.7900000,4
MOEX.SBER:SMAL,1,20230425,152800,233.7900000,233.7900000,233.7900000,233.7900000,3
MOEX.SBER:SMAL,1,20230425,175700,235.7400000,235.7400000,235.7400000,235.7400000,5
MOEX.SBER:SMAL,1,20230425,181100,235.7400000,236.0100000,235.7400000,236.0100000,9
